"region","X","Y","B","u"
1,-0.518193981602386,0.117290239698522,-0.13844842900538,-0.308258110148904
2,0.212703202625049,-1.06764834550875,0.546840444642983,-0.538806138133232
3,0.652136006162809,0.892118221381,0.351390375108447,1.37164072908457
4,0.285675837016752,0.861260954894141,0.038485663344079,1.09973664117816
5,-0.334492692287447,-0.329604955184721,0.420736234209441,-0.111543786136991
6,0.376130261887827,-1.72746792500025,1.17240021821719,-1.75462477431621
7,0.509637665267234,0.874312391059161,0.330915839427133,0.466286147883756
8,0.130690241112522,-0.229759471778122,0.311682528738635,-0.0964796055094498
9,1.43565065644907,2.04860064317937,0.543088107133453,0.940275218780096
10,-0.188500815815618,-1.35765389228212,0.3828748194623,-2.05350973166328
11,0.174351875563115,1.32693520850699,-0.126989634290899,0.669956568204466
12,0.370088479571967,-0.604315524493493,0.209737560566956,-0.498900872068626
13,0.227254325585165,-1.33703446248818,0.25826300396903,-0.764784224548324
14,0.726599430874554,2.02766535656137,0.305250121511199,1.79745204099452
15,-0.1254924680154,-1.30424706933157,-0.0749572386087181,-0.66493367889699
16,-0.596070018837408,-2.63197885006939,-0.264873834038604,-1.96329819923557
17,-0.0271167582921643,-0.253003484278217,-0.013248286556996,0.0164902722772516
18,0.047713853311601,-1.05021760905346,0.0664548176113664,-0.35351183333298
19,0.481999914487376,1.06499701824472,-0.0489837523390502,0.936633224889907
20,-0.315865841586707,-0.527140225050951,-0.243615980700426,-0.0146497198403543
21,-0.530551863395529,-0.216854530691856,0.0974900738653935,-0.703775639215459
22,-0.530390336290763,-0.629431238223188,-0.12342521439072,-0.32739430186049
23,-0.0721650769976179,-0.319042218408566,0.330580332771662,-0.511687895081215
24,0.529857164222551,1.31216456021198,0.369095497741966,0.987644883678498
25,0.194658504140707,0.144894861866233,0.47030584426574,0.733420833722384
26,-0.278259554272369,-0.208148143238451,-0.0626706117060732,-0.0928693247649062
27,-0.0520501245972552,0.369143123806613,0.170401848952364,-0.631484020569782
28,-0.0966234390171004,0.676792299788432,-0.183571178059813,0.207542455070077
29,0.396522631755231,1.60379695408644,0.066930817777089,0.955858149667464
30,0.138544560505274,1.38983850698422,0.339287899685182,0.723657979850363
31,-0.022355808699892,-0.284791569290837,-0.345292026834019,0.03181819208766
32,-0.134755507111973,-0.463292030181547,0.380057912161097,-1.32323440541989
33,2.18877428696655,2.9700462753347,1.47990669114763,1.9956531516798
34,0.285955914397349,0.755573288102094,0.482036136459018,-0.430110713083987
35,0.0421310106687062,0.976294850902857,0.39985808752018,0.392099812676926
36,-0.169600714146417,-0.650949251451863,0.475021208718647,-0.813590063327956
37,0.88240862701176,1.11935233599954,0.547561847221784,1.05414434227699
38,0.701445647047957,0.371526109804693,0.45359790849977,-0.273719453013736
39,-0.0421741775012529,0.180249061378121,0.280227915745347,-0.431006540731886
40,-0.131372629555544,-1.84168095393165,0.155743328229068,-1.49972235947019
41,0.469728368316301,0.311767395721791,-0.0593312472132253,0.462670141952526
42,0.702367481675204,0.839823464769249,0.00459427606488225,0.17393523375678
43,0.716305358636352,-0.736635519721257,0.678164752534183,-1.10995392565459
44,-0.038516883674184,-0.0556739527758757,0.111124964624107,0.270465157256119
45,0.371912586503989,-0.427793267950075,0.864504499047554,-1.05136369026491
46,0.100009074664813,0.672272273247735,0.253182328088854,0.449293007683559
47,-0.0385332164927973,-0.831733958412109,0.118126269694192,-0.689544846999645
48,0.2441865628673,0.509818151569173,0.160807653069639,0.165305723292022
49,0.391432831744865,0.604379695912306,0.603955848908705,0.33145899391402
50,0.351210045822843,2.09811330748837,-0.115562312338918,1.02613808552434
51,-0.779719220010339,-0.878404326524643,-0.204468548424999,-1.583981677186
52,0.358514756941649,2.10582360873391,0.0498486651782255,1.77409510685172
53,0.184394493244704,-1.10479828943699,0.263614407585894,-0.807033951510865
54,-0.82139663834956,-2.87224696080853,-0.154163899338024,-2.47310553532497
55,0.675826832315919,0.663883195983527,0.474560854203742,0.193617915413217
56,-0.919086045055489,-3.40140238336418,0.105631249716122,-2.06028982610914
57,-0.600786703400949,-1.90861194212177,0.375032171630733,-1.4863909382197
58,0.193835693843,-0.962632092815207,0.484898794195389,-1.44985597506905
59,0.796280437893935,1.72337318038379,0.219380338240707,1.14235174869303
60,-0.58272477489667,-1.50091833461001,0.0360562300326129,-1.41656022523864
61,0.0434163139490241,-1.89653265319236,0.527467652462888,-1.3090784730531
62,0.130685051060148,-1.93109785348153,0.568604303671734,-2.02871024920864
63,0.176350366834421,-0.698743117668387,0.73954640153114,-1.47582615718916
64,0.0730374242700288,-0.226180605532574,-0.0319489361206733,-0.232372213843869
65,1.06266724733709,0.698389698764767,0.806842119988384,0.47225905530226
66,0.528948366700821,0.661355659056446,0.196663459208577,-0.0462546837795124
67,0.663850068381252,1.50072974194269,0.115799983481658,0.814854618178407
68,-0.23083250070939,1.38068088904861,-0.378203474405414,0.932093452540969
69,-0.00110299341633474,-0.449458449080169,0.240244658170442,-0.132888338548023
70,-0.331014361050471,-0.827675397452667,-0.273845316502691,-0.425892640665757
71,0.378077374647781,2.2932196574347,0.483207438561181,1.38202968408224
72,-0.0482605243217372,-0.15775303166966,0.19780655555757,0.364279798256066
73,-0.31117049670637,-1.16757070521515,0.139838818684248,-1.13824546267357
74,0.435082985909906,-0.300644259432204,0.0124000140849256,-1.05500859475329
75,0.658407570544524,0.719309550544598,0.812144384638007,0.227835501367171
76,-0.124162678858488,0.0410787818883547,-0.0332654026184752,0.381720000579653
77,0.398277261960577,2.88408145241363,-0.340834714180593,2.46176957391858
78,0.114177379007727,0.852218358793103,0.223062688624023,0.300079301920049
79,1.02588339075559,1.27044503400963,0.418088037608413,0.665639778302756
80,-0.301174968324741,-0.533121018788871,0.114606408855399,-0.327321626560875
81,1.35184598910397,0.28622476638987,0.855910209234512,0.503457728855033
82,-0.0853792141989045,-1.36592849994928,0.421426955672743,-1.88892737449043
83,-0.869782182411479,-1.84110943678422,-0.253498744045345,-0.987931571888794
84,1.23565996811659,1.0255916072897,0.332944930754962,0.325581733121814
85,-0.145024973749619,-0.10224643426652,0.142507175908104,0.0327738877220577
86,-0.21890818637287,0.230479424535997,0.17746655832364,-0.000489779059161517
87,0.227658653777579,0.560561533192701,0.535716600135345,0.854808863880351
88,-0.165099980991606,-0.472934333967642,0.228235245117271,-0.435186788661731
89,0.474295691902854,0.0491651769799959,0.621759907882049,-0.210379955572872
90,1.31909260134715,1.26207045164472,0.683353880168392,0.145985594464638
91,-1.1920021347597,-1.46778336848947,-0.303980613972585,-1.49624143576998
92,-0.169274567960721,0.267955938483999,-0.046337377624627,0.0144978068492339
93,-0.357450837534707,-0.890859142608617,-0.169915859770026,0.0700260794416885
94,1.94162939788402,2.82310005811016,0.658129240969774,2.29792188991739
95,-0.0579219109456419,-1.55164725356127,0.0922496729339048,-1.29402346899216
96,0.907287783956011,3.47883413910628,0.183724479346128,2.21711093008007
97,-0.686203277838284,-0.0404473446030181,-0.66259071159103,0.0153181440191835
98,-0.124816548090746,0.0799712528937777,-0.126630348915043,0.243625573073483
99,0.525409349469583,-0.154586200482693,0.618052429719167,-0.0524210938921826
