"noise_x","noise_y"
0.28354203659076,-0.20083933065858
-0.402971866926127,-0.185466357496282
0.123663687635615,-0.212573112657754
0.279832468535572,0.220575761165378
-0.277602963010664,-0.336375178204418
0.183654479585424,0.208347062325676
-0.227016111950406,-0.698893507242072
0.0781175746996506,-0.423415120071801
-0.0285931025614653,-0.313034350594182
-0.472140222753444,0.349508094168083
0.263820447090245,-0.278158764710554
0.245489556418443,0.396659001847377
-0.0226480138236344,0.0701531868318556
-0.0810656692279919,1.27137450718765
0.141205549419757,-0.350640494258393
0.119011822648557,0.312369678722657
0.410848982349391,-0.195392835335696
0.115464771998712,-0.923744819820732
-0.316642896184664,0.614787199607846
0.146308685504919,0.345953397062577
-0.577555031881725,0.244761389872658
-0.171491161210426,-0.444721064391288
0.907753134139122,-0.742214786801314
-0.407330348254015,-0.497843118461936
0.231893561196134,-0.0935739186502647
0.615226800309253,0.451105566441761
0.120879748882739,-0.548706108701586
0.742362388147,-0.196418156385916
-0.230713030454354,0.0484972280979497
-0.0505805345173443,1.07434005495514
-0.0148261866600328,-0.0660550384955099
-0.11805496056528,0.0595418819453456
-0.067770937304359,-0.00724293765315534
-0.0226397917126254,-0.0299296325911533
0.112609260384661,0.297791962484045
0.0350452004549799,1.05979538564674
-0.123639189982496,0.0819805779816629
0.280128108174852,0.317318968594947
-0.235920193426945,-0.317138349997209
0.138548623327558,0.175491851697993
-0.216579828373729,0.0907763422484887
0.308937424315639,0.127893602743133
-0.139950499785365,-0.129248841606021
0.0783024012835757,-0.525198780080151
-0.016023422280074,-0.733880005238604
-0.0816704349637131,0.0219499433489503
-0.0969687603639519,0.718685899882443
0.160262636857936,-0.522507544469771
0.434710985951837,-0.721125098504526
0.515903492117187,0.762455652474997
-0.18602131641337,-0.174037580865382
-0.099405849707716,0.324298630639389
0.367415654085661,-0.476498422802056
-0.754196374958579,-0.0708408941610226
-0.372533800025996,0.0263110019970437
0.0534785040844934,-0.467994890151506
-0.272148451153708,-0.344238755857877
0.835414500654485,0.215410402345102
0.557614084267008,0.0772306651245839
-0.324116437334459,0.0300130178497842
-0.324766678137647,0.139573884758549
0.17721531383323,0.524533639422859
-0.180460653852078,-0.66329535829528
0.133201160855415,0.46920076674076
-0.150424459205344,-0.462841508582177
-0.0699778641802269,-0.351862271156504
0.240418465409693,0.713009670162041
0.493272531013934,1.58236089559387
-0.0145497857321734,-0.538330687709668
-0.273980720133843,0.756031917957431
-0.0681582800972026,-0.092998904894533
-0.201185170053453,0.322483692833132
-0.250902611331215,-0.14552298394516
-0.408278788837782,-0.0739733256167798
0.34456147703725,-0.672962883054882
-0.086703850874643,-0.572360052205598
0.49303423862848,-0.179039353934263
-0.198158740589324,0.264059590966774
-0.459145489312414,0.463217500386584
-0.477993410521288,0.587703119953169
-0.157985826817605,0.663370860407575
-0.313784820892967,0.0722496628076076
-0.461342999812144,-0.0312330270136902
0.139755355979338,0.369253590463702
0.126900015701927,0.235455690663475
-0.0820847976613829,-0.0232453072704807
0.0887967750169251,0.114184440845086
0.190408499875583,0.513455358471747
-0.0194460523914482,-0.762970237963428
0.31182115400972,1.17029894173217
0.467966148819775,-0.0209325586732125
0.573419962098444,-0.05959756908783
0.00910274793835968,-0.208277599593496
